小区名字,总价（万元）,单价（元/平方）,建筑面积（m2）,套内面积（m2）,上架时间,上次交易时间,地区,
世茂江滨花园碧景湾,440,25409,173.17,136.97,2018/8/18,2010/1/1,下沙,沿江南
世茂江滨花园峻景湾,450,24065,187,148.07,2018/2/28,2013/2/21,下沙,沿江南
和达城,76,20011,37.98,暂无数,2018/5/11,2014/12/25,下沙,高教园区西
金沙湖1号,122,29048,42,暂无数,2018/7/27,2014/9/5,下沙,金沙湖
春天花园,770,38827,198.32,暂无数,2017/2/7,2002/4/2,西湖,文一西路
九龙仓碧玺,1000,53462,187.05,148.3,2017/3/5,2016/6/12,拱墅,桥西
亚洲城花园,485,37111,130.69,暂无数,2017/3/21,2009/4/29,西湖,古荡
恒升花苑,785,40479,193.93,151.51,2017/7/25,2004/4/6,西湖,文三
朗诗国际街区,485,27501,176.36,135.51,2017/10/3,2011/6/30,下沙,沿江北
和苑小区,650,48770,133.28,110.36,2017/10/7,2013/6/26,西湖,申花
星河明苑,655,42580,153.83,129.35,2017/10/26,2006/10/10,拱墅,湖墅
宋都凯旋苑,738,55943,131.92,118.19,2017/10/31,2001/12/25,江干,采荷
保利东湾,600,28170,213,171.82,2017/11/26,2014/9/2,下沙,沿江南
金隅观澜时代天筑,620,21222,292.15,239.27,2017/12/21,2008/3/19,下沙,沿江南
西溪诚园知敬苑,1630,83172,195.98,167.66,2018/1/11,2009/12/8,西湖,西溪
明江苑,285,24088,118.32,暂无数,2018/5/15,2010/11/8,萧山,萧山新城区
世茂江滨花园碧景湾,320,25807,124,93.73,2018/5/19,2010/2/25,下沙,沿江南
绿地旭辉城,760,58915,129,暂无数,2018/7/2,2016/9/13,滨江,奥体
复地连城国际,237,26765,88.55,74,2018/7/12,2011/5/26,余杭,乔司
贺田尚城,570,42126,135.31,117.67,2018/7/14,2013/7/15,滨江,浦沿
世茂江滨花园瑞景湾,240,27034,88.78,65.77,2018/7/16,2011/11/30,下沙,沿江南
嘉绿文苑,658,49223,133.68,12.48,2018/8/10,2008/6/5,西湖,嘉绿
钱江水晶城,788,62097,126.9,100.86,2017/12/8,2011/1/11,滨江,彩虹城
朗郡庭园,750,26968,278.11,238.37,2017/12/27,2011/12/6,西湖,转塘
世茂江滨花园峻景湾,500,19293,259.17,218.05,2018/1/3,2012/10/25,下沙,沿江南
水印康庭,560,59097,94.76,75.11,2018/1/13,2006/9/8,下城,三塘
广宇河滨公寓,880,52381,168,138.52,2018/3/1,2006/2/15,下城,建国北路
伊萨卡国际城鹭江园,300,26351,113.85,暂无数,2018/4/12,2011/7/14,下沙,沿江北
通和戈雅公寓,355,25792,137.64,109.6,2018/4/21,2013/4/3,萧山,闻堰
枫华府第,930,56944,163.32,128.97,2018/4/25,2009/7/3,西湖,翠苑
亲亲家园三期,417,36353,114.71,110,2018/5/9,2009/5/8,余杭,三墩
金色蓝庭,860,60056,143.2,112.78,2018/6/4,2012/7/25,西湖,嘉绿
伊萨卡国际城浩泽园,280,31461,89,69.8,2018/6/10,2012/9/7,下沙,沿江北
学苑春晓,650,68263,95.22,79.27,2018/7/2,2009/7/4,西湖,翠苑
滨江西溪之星,545,45240,120.47,暂无数,2018/8/14,2018/8/17,余杭,西溪
宋都晨光国际,300,33708,89,64.19,2018/8/18,2015/6/8,下沙,沿江南
泊林印象,540,43008,125.56,暂无数,2018/8/21,2015/8/20,江干,九堡
宋都晨光国际,500,28973,172.58,134.89,2018/8/22,2015/8/17,下沙,沿江南
望月公寓,290,32680,88.74,77.98,2018/9/14,2016/4/7,西湖,申花
万科西庐,810,58756,137.86,暂无数,2018/9/17,2016/8/2,西湖,西溪
东方俊园,328,16995,193,暂无数,2018/9/17,2010/9/13,余杭,临平
左岸花园,540,35413,152.49,131.53,2018/7/3,2009/9/3,拱墅,拱宸桥
翠苑三区,260,39610,65.64,暂无数,2018/7/16,2003/6/16,西湖,翠苑
南都花园三区,330,48673,67.8,暂无数,2018/9/3,1998/9/9,西湖,文一西路
米市巷,280,37334,75,68,2018/2/2,2003/3/20,拱墅,湖墅
金隅观澜时代天筑,260,30589,85,58.69,2017/8/13,2011/5/26,下沙,沿江南
青年路小区,310,44147,70.22,70.22,2017/11/11,1995/12/21,上城,湖滨
金雅苑社区,265,29961,88.45,暂无数,2018/1/4,2011/10/26,江干,九堡
德胜新村,215,38697,55.56,暂无数,2018/3/1,2007/4/4,拱墅,德胜
蚕花园永宁坊,190,28719,66.16,44.01,2018/3/7,2011/7/11,拱墅,拱宸桥
南岸晶都花园,488,36839,132.47,99.84,2018/3/27,2008/6/1,滨江,长河
左家新村,245,45062,54.37,暂无数,2018/4/6,1995/6/14,拱墅,湖墅
黎明园,273,44412,61.47,54.25,2018/4/7,2003/12/22,下城,朝晖
翠苑三区,188,39705,47.35,暂无数,2018/5/27,2007/2/9,西湖,翠苑
邮电新村,305,77196,39.51,暂无数,2018/6/9,2010/4/26,西湖,学军
红街公寓,575,41719,137.83,暂无数,2018/7/29,2013/9/10,江干,火车东站
三塘桂园,298,39006,76.4,暂无数,2018/8/4,1998/8/29,下城,三塘
凤凰北苑,635,59363,106.97,83.11,2018/8/12,2012/6/25,上城,南星
朗诗未来街区,207,28592,72.4,58.11,2018/9/2,2015/10/20,余杭,乔司
马塍路37号,520,90514,57.45,51.99,2017/7/28,2015/9/1,西湖,学军
金沙湖1号,190,26081,72.85,49.66,2018/1/8,2015/1/5,下沙,金沙湖
领骏世界,173.8,31600,55,38.85,2018/2/28,2012/10/14,下城,朝晖
欣北钱江国际广场,69,12344,55.9,暂无数,2018/5/7,2009/6/17,余杭,塘栖
保利湾天地,135,13918,97,暂无数,2018/6/2,2014/8/6,下沙,沿江南
中天西城纪,218,33539,65,暂无数,2018/6/30,2014/10/14,拱墅,申花
金都新城,399,44948,88.77,80.3,2017/8/27,1996/4/26,西湖,文三西路
竹海水韵,253,20975,120.62,110.28,2017/9/26,2013/3/17,余杭,闲林
良渚文化村白鹭郡南,320,35956,89,80,2017/11/4,2010/10/8,余杭,良渚
景芳新五区,218,39223,55.58,48.57,2017/11/30,2011/1/27,江干,景芳
漾河公寓,480,32367,148.3,134.62,2017/12/10,2009/6/24,下城,三塘
后珠辰秀嘉园,235,25830,90.98,75,2017/12/10,2008/1/13,江干,丁桥
翠苑一区,220,46532,47.28,暂无数,2018/1/6,2003/6/24,西湖,翠苑
金雅苑社区,285,32291,88.26,暂无数,2018/2/25,2011/2/2,江干,九堡
嘉绿西苑,445,50266,88.53,暂无数,2018/3/3,2004/11/10,西湖,嘉绿
良渚文化村白鹭郡南,580,65169,89,76.95,2018/3/9,2010/10/29,余杭,良渚
良渚文化村白鹭郡南,580,65169,89,78.45,2018/3/9,2010/10/29,余杭,良渚
都市水乡水曲苑,250,35715,70,67,2018/3/11,2016/1/14,拱墅,三墩
顺发康庄,315,36438,86.45,暂无数,2018/3/11,2011/5/22,萧山,钱江世纪城
闲林山水紫薇苑,285,21261,134.05,暂无数,2018/3/19,2007/1/9,余杭,闲林
香樟公寓,420,45435,92.44,暂无数,2018/3/29,1998/10/6,西湖,文三西路
融创金成西溪海,260,29214,89,71.61,2018/3/31,2016/6/20,余杭,闲林
东张家弄,196,25077,78.16,70.75,2018/4/1,2001/8/6,萧山,萧山市区
耀江文萃苑,730,53285,137,暂无数,2018/4/11,2018/7/24,西湖,文教
绿城翡翠湾,460,30007,153.3,118.97,2018/4/23,2015/6/8,余杭,翡翠城
四季风景苑,276,31272,88.26,69.7,2018/4/28,2011/5/30,下沙,高教园区西
天赐苑,340,43225,78.66,暂无数,2018/4/30,1999/7/13,下城,建国北路
融创瑷骊山,310,38272,81,暂无数,2018/4/30,2015/11/11,西湖,转塘
金盛曼城,320,37419,85.52,暂无数,2018/5/10,2012/12/22,滨江,浦沿
天湖公寓,430,34373,125.1,114.09,2018/5/11,2009/10/19,西湖,文一西路
绿城西溪融庄,470,38168,123.14,105.13,2018/5/13,2015/11/12,余杭,西溪
横燕子弄,270,47096,57.33,暂无数,2018/5/15,2018/5/24,下城,长庆
广厦天都城天河苑,190,22127,85.87,暂无数,2018/5/16,2010/7/5,余杭,星桥
闲林山水木兰苑,280,22030,127.1,暂无数,2018/5/18,2012/7/30,余杭,闲林
铭雅苑东区,300,30691,97.75,暂无数,2018/5/18,2004/12/29,余杭,三墩
金都城市芯宇,579,64947,89.15,61,2018/5/19,2014/8/8,西湖,文教
爵士风情花园,265,22303,118.82,暂无数,2018/5/21,2011/5/11,余杭,闲林
倾城之恋,575,50626,113.58,暂无数,2018/5/23,2009/2/20,滨江,滨江区政府
光辉岁月,640,46699,137.05,111.05,2018/5/23,2005/1/4,下城,流水苑
新和嘉苑,245,40138,61.04,54.74,2018/5/31,2012/5/21,江干,火车东站
宋都晨光国际,300,33826,88.69,暂无数,2018/6/1,2014/5/29,下沙,沿江南
竹海水韵,210,23990,87.54,70.39,2018/6/7,2016/8/4,余杭,闲林
良渚文化村白鹭郡北,390,31559,123.58,113.09,2018/6/9,2009/9/2,余杭,良渚
西溪蓝海,286,35737,80.03,暂无数,2018/6/21,2018/5/16,余杭,未来科技城
政新花园,478,55829,85.62,暂无数,2018/6/22,2002/2/6,西湖,文一西路
广厦天都城爵士花园,265,21545,123,95.01,2018/6/23,2016/3/21,余杭,星桥
南都花园三区,289,42746,67.61,61.75,2018/6/25,2015/7/8,西湖,文一西路
宋都晨光国际,385,28259,136.24,106.12,2018/6/28,2015/4/30,下沙,沿江南
滨江新苑,308,51635,59.65,52.46,2018/6/30,2002/7/3,上城,近江
德信北海公园,400,45647,87.63,暂无数,2018/7/7,2016/7/12,拱墅,万达广场
北城铭苑,180,29188,61.67,暂无数,2018/7/14,2016/9/14,江干,丁桥
林之语,262,25697,101.96,暂无数,2018/7/17,2015/1/20,萧山,钱江世纪城
名城燕园,460,51996,88.47,暂无数,2018/7/23,2010/7/2,拱墅,桥西
庭院深深,230,26116,88.07,暂无数,2018/7/29,2011/4/11,余杭,闲林
采荷新村,350,60293,58.05,53.01,2018/9/4,2012/1/18,江干,采荷
景芳新五区,450,48786,92.24,暂无数,2018/9/4,2000/9/20,江干,景芳
杨家春晓南苑,252,34272,73.53,暂无数,2018/9/5,2012/9/5,下城,石桥
南肖埠社区,388,50528,76.79,暂无数,2018/9/7,2001/8/14,江干,南肖埠
定海西园,300,42177,71.13,62.51,2018/9/8,2008/3/10,拱墅,拱宸桥
广厦天都城天风苑,235,23040,102,92.6,2018/9/8,2009/11/5,余杭,星桥
中山北园,415,49101,84.52,暂无数,2018/9/8,1999/1/7,下城,朝晖
蚕花园永和坊,245,37560,65.23,暂无数,2018/9/9,2012/10/18,拱墅,拱宸桥
南都花园一区,445,47492,93.7,暂无数,2018/9/9,2001/9/18,西湖,文一西路
物华小区,340,41811,81.32,暂无数,2018/9/10,2009/11/29,西湖,嘉绿
欣盛东方郡西区,480,53933,89,69.6,2018/9/10,2011/8/15,滨江,滨江区政府
朝晖七区,235,39750,59.12,52.62,2018/9/11,2013/7/17,下城,朝晖
芳满庭,455,50981,89.25,63.83,2018/9/12,2013/8/7,拱墅,申花
朝晖九区,160,52322,30.58,27.98,2018/9/16,2012/12/31,下城,朝晖
桂花城,560,56237,99.58,暂无数,2018/2/23,2003/12/1,西湖,文一西路
嘉南公寓影池居,750,47589,157.6,暂无数,2018/3/27,2012/6/26,西湖,文一西路
新金都城市花园,500,56130,89.08,暂无数,2018/4/22,1998/3/5,西湖,文一西路
星洲花园格兰馨芦,670,47267,141.75,128,2018/5/23,2006/5/17,西湖,文一西路
金田花园,549,38301,143.34,125.85,2018/5/23,2009/12/25,西湖,文三西路
马塍路8号,423,67724,62.46,暂无数,2018/8/5,2000/8/1,西湖,文三
金帝金色钱塘,435,33245,130.85,103.11,2016/10/19,2011/2/22,萧山,萧山新城区
爵士风情花园,260,23009,113,100.57,2017/4/25,2007/12/25,余杭,闲林
康乐新村,312,40016,77.97,70,2017/6/15,2004/10/18,西湖,文三西路
威尼斯水城,740,39270,188.44,171.7,2017/8/15,2007/6/20,萧山,湘湖
天湖公寓,450,35972,125.1,114.09,2017/8/15,2013/4/11,西湖,文一西路
小河佳苑,400,35156,113.78,89.22,2017/9/15,2011/11/8,拱墅,和睦
大关东六苑,280,34147,82,暂无数,2017/9/18,1998/1/4,拱墅,大关
金隅观澜时代天筑,260,29688,87.58,62.29,2017/9/29,2011/6/7,下沙,沿江南
天福花园,650,45672,142.32,127.85,2017/10/1,2000/10/18,上城,近江
金箭公寓,238,17500,136,暂无数,2017/10/4,2005/10/27,余杭,临平
德嘉金沙阳光,277,32150,86.16,65.07,2017/10/24,2012/8/10,下沙,金沙湖
元都新景公寓,290,31813,91.16,72.54,2017/10/30,2011/3/14,下城,石桥
蚕花园永宁坊,185,27963,66.16,暂无数,2017/11/2,2005/1/1,拱墅,拱宸桥
康乐新村,310,35076,88.38,暂无数,2017/11/8,2002/3/11,西湖,文三西路
求是村,690,73101,94.39,79.06,2017/11/10,2010/6/1,西湖,黄龙
世纪新城西区,500,53351,93.72,74.89,2017/11/16,2006/3/15,西湖,嘉绿
小河佳苑,250,37527,66.62,55.18,2017/11/17,2011/10/11,拱墅,和睦
圣都公寓,705,34924,201.87,163.67,2017/11/27,2006/5/1,拱墅,湖墅
清水公寓,520,58427,89,暂无数,2017/11/28,2012/5/11,拱墅,德胜
双荡新村,300,38280,78.37,68.72,2017/12/4,2007/11/2,拱墅,信义坊
绿城西子郁金香岸,370,24502,151.01,126.39,2017/12/13,2009/11/16,萧山,闻堰
康乐香港城,280,35783,78.25,70,2017/12/22,1998/8/5,西湖,文三西路
育才东苑,319,27905,114.32,104.69,2018/1/7,2008/11/11,萧山,萧山市区
大浒东苑,375,41396,90.59,73.32,2018/1/9,2008/5/27,拱墅,大关
铂金时代公寓,538,44504,120.89,92.87,2018/1/22,2009/11/10,滨江,滨江区政府
三塘南村,240,38066,63.05,暂无数,2018/2/5,2002/1/22,下城,三塘
丽江公寓,360,40255,89.43,66.51,2018/3/7,2010/4/30,江干,九堡
德胜东村,230,42467,54.16,54.16,2018/3/9,2008/1/19,下城,德胜东
金地自在城,390,43821,89,暂无数,2018/3/17,2013/3/6,西湖,三墩
野风海天城,350,26924,130,98.25,2018/3/18,2010/12/1,下沙,沿江北
近江家园三园,640,47408,135,125,2018/3/19,2004/7/20,上城,近江
德信早城,385,44371,86.77,69.22,2018/3/20,2013/4/3,下沙,金沙湖
耀江文鼎苑,585,65138,89.81,暂无数,2018/3/21,2008/5/19,西湖,申花
流水北苑,235,37806,62.16,暂无数,2018/3/26,2004/3/12,下城,流水苑
冠宇隽园,399,31027,128.6,103.33,2018/4/2,2011/1/17,江干,丁桥
锦绣新村,217,41892,51.8,暂无数,2018/4/3,2013/7/1,拱墅,湖墅
保利江语海,290,41106,70.55,51.45,2018/4/7,2013/8/1,下沙,高教园区东
威尼斯水城,550,27818,197.72,178.89,2018/4/8,2009/9/7,萧山,湘湖
野风海天城,305,26904,113.37,85.33,2018/4/13,2010/6/1,下沙,沿江北
祖庙巷47-51号,510,69041,73.87,暂无数,2018/4/14,1999/5/27,上城,湖滨
湖畔花园闻莺苑,850,38991,218,暂无数,2018/4/14,2002/9/2,西湖,文一西路
华元蒙卡岸,400,34189,117,98.13,2018/4/22,2013/8/8,余杭,翡翠城
水岸雅苑,295,38765,76.1,暂无数,2018/4/26,2007/1/1,下城,三里亭
嘉里桦枫居,315,35626,88.42,暂无数,2018/4/26,2011/5/16,下城,石桥
国信嘉园,590,39195,150.53,暂无数,2018/4/28,2007/8/22,滨江,彩虹城
保亿风景蝶院观园,330,38534,85.64,暂无数,2018/4/29,2011/11/15,滨江,白马湖
世贸丽晶城,1280,80056,159.89,136.34,2018/5/22,2006/8/1,西湖,九莲
南都德迦西区,689,47968,143.64,暂无数,2018/5/24,2000/5/28,西湖,文三西路
嘉绿西苑,499,48537,102.81,93.82,2018/5/26,2000/12/31,西湖,嘉绿
佳境天城人合苑,360,34523,104.28,83.78,2018/5/26,2007/9/25,萧山,钱江世纪城
岸上蓝山,275,32414,84.84,74.82,2018/5/28,2012/10/6,余杭,闲林
春江花月,1100,60410,182.09,暂无数,2018/6/3,2012/6/1,上城,南星
多蓝水岸碧海苑,265,25321,104.66,83.75,2018/6/3,2012/5/24,下沙,沿江北
湘湖人家,266,31446,84.59,76.7,2018/6/9,2013/3/28,萧山,闻堰
世茂江滨花园峻景湾,270,30236,89.3,65.77,2018/6/13,2012/7/16,下沙,沿江南
浅水湾城市花园,820,50199,163.35,暂无数,2018/6/14,2009/2/12,拱墅,湖墅
潮鸣苑,270,39330,68.65,暂无数,2018/6/18,2015/6/10,下城,潮鸣
新星小区,256,35601,71.91,暂无数,2018/6/23,2012/5/28,西湖,三墩
寰宇天下,538,60450,89,69.72,2018/7/3,2015/8/10,滨江,滨江区政府
锦绣新村,204,44786,45.55,40.11,2018/7/3,2011/8/24,拱墅,湖墅
朝晖七区,288,41374,69.61,暂无数,2018/7/19,1995/11/22,下城,朝晖
凤起苑,530,49949,106.11,暂无数,2018/8/9,2013/2/28,下城,潮鸣
亲亲家园四期,313,38729,80.82,68.63,2018/8/14,2010/8/9,余杭,三墩
建德村,360,43844,82.11,暂无数,2018/8/16,2000/1/16,下城,潮鸣
竹海水韵,220,24472,89.9,暂无数,2017/12/13,2012/8/3,余杭,闲林
东园小区,300,44248,67.8,暂无数,2017/12/28,2001/6/29,下城,建国北路
宋都晨光国际,370,27561,134.25,104.5,2018/1/12,2011/2/24,下沙,沿江南
白马尊邸,323,37208,86.81,70.41,2018/1/12,2011/10/17,西湖,三墩
严官巷,200,37836,52.86,暂无数,2018/2/28,2016/10/19,上城,鼓楼
三塘北村,270,37012,72.95,暂无数,2018/3/24,2012/3/16,下城,三塘
钱塘景苑,382,41334,92.42,暂无数,2018/4/15,2008/6/30,滨江,彩虹城
永康苑,330,39669,83.19,暂无数,2018/4/16,2003/5/9,下城,建国北路
青春坊,530,49043,108.07,暂无数,2018/4/24,2001/9/23,下城,长庆
九曲营小区,168,21539,78,70.52,2018/4/25,2010/9/13,余杭,临平
绿城桃源小镇,215,24659,87.19,68.67,2018/5/5,2010/6/27,余杭,小和山
东冠逸家,235,24714,95.09,82.02,2018/5/9,2010/11/4,余杭,乔司
丁桥景园北苑,225,27028,83.25,71.25,2018/5/11,2012/7/11,江干,丁桥
文一路38弄,348,47425,73.38,暂无数,2018/5/15,1990/5/16,拱墅,信义坊
翠苑四区,165,40984,40.26,40,2018/5/23,2010/5/4,西湖,翠苑
十五家园,218,39986,54.52,50.29,2018/5/31,2010/12/3,下城,丝绸城
红苹果家园,350,32393,108.05,暂无数,2018/6/1,2010/12/31,江干,九堡
盛世钱塘,450,79268,56.77,41.47,2018/6/18,2014/9/5,江干,钱江新城
万家星城,610,43703,139.58,109.65,2018/6/19,2013/6/2,下城,三塘
萧山时代广场,384,24004,159.98,暂无数,2018/6/20,2002/11/20,萧山,萧山市区
铭和苑桂雨坊,290,24602,117.88,97.29,2018/6/21,2008/12/31,下沙,金沙湖
叶家弄,206,39291,52.43,47.53,2018/6/23,2003/9/29,上城,潮鸣
都市阳光和苑,262,32148,81.5,63.68,2018/6/23,2012/12/5,西湖,良渚
朝晖九区,305,43522,70.08,65.08,2018/6/27,1999/5/6,下城,朝晖
世茂江滨花园峻景湾,265,29696,89.24,65.72,2018/6/30,2012/7/16,下沙,沿江南
南肖埠北景西苑,345,43375,79.54,暂无数,2018/7/2,1998/12/22,江干,南肖埠
复地连城国际,278,26267,105.84,85.78,2018/7/8,2010/9/28,余杭,乔司
求是村,430,71895,59.81,暂无数,2018/7/14,1992/2/22,西湖,黄龙
万家星城,398,45331,87.8,69.66,2018/7/14,2012/9/19,下城,三塘
贺田尚城,520,38110,136.45,暂无数,2018/7/14,2015/5/22,滨江,浦沿
永丰巷,380,59255,64.13,暂无数,2018/7/17,2002/9/17,下城,众安桥
城南家园,205,46943,43.67,31.82,2018/7/28,2013/10/10,上城,雄镇楼
望江家园东园,260,54190,47.98,41.33,2018/7/30,2010/11/25,上城,近江
绍兴新村,225,43054,52.26,52.26,2018/8/4,2001/4/6,拱墅,拱宸桥
金隅观澜时代瀚庭,268,30123,88.97,暂无数,2018/8/17,2012/7/30,下沙,沿江南
之江公寓,690,42741,161.44,暂无数,2018/8/19,2005/8/8,滨江,彩虹城
德信金泊林公寓,450,37800,119.05,97.76,2018/8/19,2009/11/6,江干,九堡
天阳上河,388,51053,76,59.85,2018/8/21,2013/4/24,拱墅,桥西
三里亭苑三区,295,43022,68.57,59.43,2018/8/22,2008/3/26,江干,三里亭
求智弄,740,89806,82.4,暂无数,2018/8/22,2006/5/30,西湖,学军
人和家园,248,27866,89,暂无数,2018/8/23,2012/8/9,西湖,留下
大关东六苑,238,38593,61.67,暂无数,2018/8/23,2009/11/25,拱墅,大关
新华坊社区,295,36353,81.15,暂无数,2018/8/23,2010/5/6,下城,丝绸城
天阳上河,465,52271,88.96,70.4,2018/8/23,2010/8/19,拱墅,桥西
秋涛雅苑,580,43791,132.45,98.22,2018/8/24,2011/12/31,江干,三里亭
左岸花园,360,42741,84.23,75.29,2018/8/25,2013/4/26,拱墅,拱宸桥
大关西七苑,225,41414,54.33,暂无数,2018/8/25,2009/10/16,拱墅,大关
春丰苑,566,49996,113.21,暂无数,2018/8/25,2008/8/8,下城,建国北路
定安东苑,270,56157,48.08,40.8,2018/8/27,2009/12/23,上城,清波
盛世嘉园,199,29282,67.96,54.37,2018/8/28,2010/1/13,余杭,闲林
广厦天都城天湖苑,250,25146,99.42,89.15,2018/8/28,2010/5/7,余杭,星桥
北国之春人家,586,43079,136.03,暂无数,2018/8/29,2005/6/16,拱墅,拱宸桥
运新花苑一区,730,53165,137.31,104.81,2018/8/30,2013/3/12,江干,景芳
三塘北村,212,38914,54.48,48.09,2018/8/30,2009/11/3,下城,三塘
南肖埠北景西苑,480,45964,104.43,暂无数,2018/9/14,2004/10/27,江干,南肖埠
绿城桃源小镇,180,20065,89.71,暂无数,2018/9/17,2010/8/19,余杭,小和山
景江城市花园,105,27394,38.33,27.72,2018/4/29,2007/7/18,上城,近江
闲林山水紫薇苑,252,28293,89.07,暂无数,2018/7/1,2011/10/25,余杭,闲林
富越香郡,388,43208,89.8,70.34,2018/8/7,2016/1/29,拱墅,桥西
宋都晨光国际,330,38324,86.11,62.85,2018/8/31,2015/7/10,下沙,沿江南
嘉南公寓瀑水居,630,49630,126.94,暂无数,2017/8/18,2004/4/6,西湖,文一西路
中旅紫金名门,350,39955,87.6,66.78,2018/7/28,2017/12/8,西湖,申花
西溪八方城,155,30262,51.22,暂无数,2018/8/10,2017/1/11,余杭,未来科技城
左家新村,245,47435,51.65,45.1,2017/9/4,1998/4/22,拱墅,湖墅
威尼斯水城,330,33595,98.23,88.12,2016/11/9,2007/8/2,萧山,湘湖
坤和和家园,495,36291,136.4,102.37,2017/5/13,2013/5/21,西湖,西溪
清雅苑,350,27351,127.97,108,2017/5/13,2008/12/3,下沙,高教园区西
万科魅力之城,300,33708,89,71.75,2017/7/14,2009/4/23,江干,九堡
两宜里,260,38668,67.24,暂无数,2017/7/23,2000/7/1,拱墅,拱宸桥
世茂江滨花园峻景湾,267,30000,89,66.38,2017/7/23,2012/9/4,下沙,沿江南
红苹果家园,413,34989,118.04,102.26,2017/8/31,2009/12/15,江干,九堡
西荡苑梨苑,330,43919,75.14,66.51,2017/9/16,2002/11/1,西湖,文三西路
金田花园,390,37497,104.01,暂无数,2017/9/19,2002/10/15,西湖,文三西路
中大凤栖花园,708,48417,146.23,125.23,2017/9/24,2008/12/31,下城,潮鸣
西溪蝶园一期,1000,51547,194,165.53,2017/9/27,2009/12/31,西湖,西溪
世纪新城东区,800,57925,138.11,114.13,2017/9/29,2006/6/19,西湖,嘉绿
木庵小区,323,43067,75,68,2017/10/14,2006/6/18,下城,体育场路
拱宸新苑,240,39696,60.46,1,2017/10/16,2007/2/6,拱墅,拱宸桥
盛泰名都公寓,280,32066,87.32,65.28,2017/10/26,2012/12/10,下沙,高教园区西
月光苑,220,19643,112,暂无数,2017/11/1,2009/7/30,余杭,临平
湖畔宽邸,630,25305,248.97,暂无数,2017/11/10,2008/7/30,萧山,湘湖
物华小区,288,41332,69.68,暂无数,2017/11/11,2002/7/15,西湖,嘉绿
天元公寓,320,22858,140,105,2017/11/22,2010/10/18,下沙,工业园南
金厦公寓,488,28389,171.9,154.92,2017/11/26,2010/6/1,西湖,三墩
